title,content,url,sub_title,year
… shrew (Tupaia belangeri chinensis) based on complete mitochondrial genome: implication for using tree shrew as an alternative experimental animal to primates in …,"… the entire mtDNA genome sequences for three Chinese tree shrews (in which one was 
undergoing the whole genome sequencing) and one … We expect that the ongoing sequencing 
project for the whole genome of Chinese tree shrew will provide more information to clarify this …",https://www.sciencedirect.com/science/article/pii/S1673852712000380,"L Xu, SY Chen, WH Nie, XL Jiang, YG Yao - Journal of Genetics and …, 2012 - Elsevier",2012
From FAANG to fork: application of highly annotated genomes to improve farmed animal production,"… Here we describe a set of research priorities to meet such present and future challenges 
that build on progress, successes and resources from the Functional Annotation of ANimal 
Genomes (FAANG) project [2]. The first stages of FAANG focused on foundational data …",https://link.springer.com/article/10.1186/s13059-020-02197-8,"EL Clark, AL Archibald, HD Daetwyler, MAM Groenen… - Genome Biology, 2020 - Springer",2020
Mapping topics and topic bursts in PNAS,"… For example, human studies are steadily increasing and are bursting at the start of the 
Human Genome Project in 1988. Research on animal and mice shows a similar trend. 
Research on genes, DNA, and RNA is strongly coupled and shows similar upward trends. …",https://www.pnas.org/content/101/suppl_1/5287.short,"KK Mane, K Börner - … of the National Academy of Sciences, 2004 - National Acad Sciences",2004
"Genome Project-write: A Grand Challenge Using Synthesis, Gene Editing and Other Technologies to Understand, Engineer and Test Living Systems October 31 …","… • The Genome Project-write (GP-write) will use synthesis and genome editng technologies 
to understand, engineer and test living systems… • Focused on writing and building variations 
on large Giga-base (Gb) animal and plant genomes, including the human genome, the project …",http://engineeringbiologycenter.org/wp-content/uploads/2016/10/GP-Write_WhitePaper.pdf,"JD Boeke, G Church, A Hessel… - The Center of …, 2016 - engineeringbiologycenter.org",2016
100K Pathogen Genome Project. Genome Announc 5: e00594-17,"… use in host-microbe interactions, public health, and genome ecology. The overall goal of the 
100K Pathogen Genome Project is to produce high-quality draft genomes, as well as closed 
genomes of a variety of pathogens from food, animal disease, human disease, wildlife, and …",https://www.researchgate.net/profile/Bart-Weimer/publication/318426602_100K_Pathogen_Genome_Project/links/597fb4b3a6fdcc1a9acee702/100K-Pathogen-Genome-Project.pdf,BC Weimer - 2017 - researchgate.net,0
Genome Wide Association Analysis on Imputed High Density SNP Genotypes in the Italian and Swiss Brown Swiss Dairy Cattle Population for,"… Mastitis is one of the most costly diseases in dairy cattle and a huge concern to animal 
welfare. Milk … We report on a whole genome association study on a total of 2,979 mainly Italian, 
Swiss and … This study was supported by the FP7 project QUANTOMICS contract n. 2226642. …",https://www.researchgate.net/profile/Alessandro-Bagnato/publication/297426826_Abstract_Genome_Wide_Association_Analysis_on_Imputed_High_Density_SNP_Genotypes_in_the_Italian_and_Swiss_Brown_Swiss_Dairy_Cattle_Population_for_Milk_Somatic_Cell_Count_Plant_and_Animal_Genome_XXII_Co/links/56def5a508aec8c022cf3415/Abstract-Genome-Wide-Association-Analysis-on-Imputed-High-Density-SNP-Genotypes-in-the-Italian-and-Swiss-Brown-Swiss-Dairy-Cattle-Population-for-Milk-Somatic-Cell-Count-Plant-and-Animal-Genome-XXII-Co.pdf,"MA Dolezal, B Gredler, A Rossoni… - … and Animal Genome …, 2014 - researchgate.net",2014
An overview of the environmental genome project,"… This symposium explored the feasibility of the Environmental Genome Project (EGP) and 
generated significant discussion. The EGP is designed to explore the relationship between 
common genetic polymorphisms and environmentally induced disease in human populations …",https://p2infohouse.org/ref/52/51751.pdf,"DA Nickerson, MJ Rieder, DC Crawford… - Essays on the Future …, 2005 - p2infohouse.org",2005
Strategies and Tools for Sequencing of the Sesame Genome,"… Bionano sequencing platform, as mostly are applied in the Sesame Genome Project (SGP). 
The characteristics of each technology are … 25.Miao H (2014) The sesame genome project 
and sesame genome sequencing. plant and animal genome XXII conference. In: Plant and …",https://link.springer.com/chapter/10.1007/978-3-319-98098-0_12,"H Miao, Y Sun, L Wang, H Zhang - The Sesame Genome, 2021 - Springer",2021
Massive microbial sequence project proposed,"… The Global Metagenomics Initiative would be on par with the Human Genome Project in 
size and relevance. “Understanding the microbiome—human, animal, and ‘environmental'—is 
as important as the human genome,” says Michael Ashburner, a geneticist at the University of …",https://www.science.org/doi/full/10.1126/science.315.5820.1781a,E Pennisi - 2007 - science.org,0
The European Renal Genome Project: an integrated approach towards understanding the genetics of kidney development and disease,"… by the selective impression of touching trunk, tail or ear of the animal, we have to be aware 
that studying individual genes or gene pathways … To do so, we will explore established 
animal models of complex renal diseases to characterize modifiers in expression and in linkage …",https://www.tandfonline.com/doi/abs/10.4161/org.2.2.2118,"TE Willnow, C Antignac, AW Brändli… - …, 2005 - Taylor & Francis",2005
Perspectives on the human genome,"… This chapter describes salient features of human genome beginning with a brief history of 
the Human Genome Project. Proliferation of human genome sequences during the last 10 
years and application of genome-wide association studies are revolutionizing the study of …",https://www.sciencedirect.com/science/article/pii/B978012811710100029X,"KC Upadhyaya, A Kumar - Animal Biotechnology, 2020 - Elsevier",2020
Life beyond genes: Reflections on the human genome project,"… In other words, the human genome project really serves to show how little we know. And we 
… The lancelet (amphioxus) is a fish-like animal that dwells in coastal waters and burrows into 
… The lancelet (amphioxus) is a fish-like animal that dwells in coastal waters and burrows into …",https://www.natureinstitute.org/article/craig-holdrege-and-johannes-wirz/reflections-on-the-human-genome-project,"C Holdrege, J Wirz - Context, 2001 - natureinstitute.org",2001
"Evolution of the mitochondrial genome: protist connections to animals, fungi and plants","… parasiticum mtDNAs have gene contents larger than those of either fungal or animal mtDNAs, 
and because both fungal and animal … has occurred in the fungal and animal lineages 
since their divergence from the protistan ancestor of the fungal-animal clade (opisthokonts) (…",https://www.sciencedirect.com/science/article/pii/S136952740400102X,"CE Bullerwell, MW Gray - Current opinion in microbiology, 2004 - Elsevier",2004
Massive Daphnia Genome Leads to Understanding Gene-Environment Interactions,"… Arguably, more is known about the ecology and stress biology of the water flea than any 
other animal. The genome project was conceived with an expectation that many new gene 
functions would be uncovered when studied in light of the animal’s natural environment -- not …",https://scholars.unh.edu/cgi/viewcontent.cgi?article=4588&context=news,B Potier - 2011 - scholars.unh.edu,0
No genome left behind,"… genome and museum experts are calling for the unraveling of 10,000 vertebrate genomes, 
about one per genus across the backboned animal … New sequencing technologies aided the 
rapid completion of the cod genome project, one of about a half-dozen efforts using advanced…",https://science.sciencemag.org/content/326/5954/794.summary,E Pennisi - 2009 - science.sciencemag.org,0
Insights into epigenome evolution from animal and plant methylomes,"… DNA methylation occurs in different nucleotide contexts in animal and plant genomes, in that 
cytosines in CpG contexts are major targets of DNA methylation in animal genomes, whereas, 
in … ), suggesting that more complexities in animal genome methylation await discovery. …",https://academic.oup.com/gbe/article-abstract/9/11/3189/4237404,"SV Yi - Genome biology and evolution, 2017 - academic.oup.com",2017
The promise of a protist: the Dictyostelium genome project,"… The genome of Dictyostelium discoideum is being sequenced by an international consortium 
and is scheduled for completion in the next … The current state of the genome project is 
summarized and the challenges of sequencing a genome with unusually low guanine and …",https://link.springer.com/article/10.1007/s101420000033,"A Kuspa, R Sucgang, G Shaulsky - Functional & integrative genomics, 2001 - Springer",2001
